Age,Gender,Income,Product_Category,Promotion,Sales
45,Male,97049.2089271339,Electronics,Yes,49591.91766563593
49,Female,63962.362871601355,Books,No,32789.1561877941
44,Male,97265.77289225759,Clothing,Yes,49608.10318117635
37,Male,54599.83026641056,Books,Yes,27991.308210065337
41,Female,44945.290646820766,Books,No,23418.4895303578
29,Male,60491.34902721953,Electronics,No,30977.10640719713
52,Female,55160.93509063281,Electronics,No,28698.27275182528
50,Female,28453.174740939514,Electronics,Yes,15324.620554591635
50,Female,71266.10517521651,Electronics,Yes,36667.416317894626
60,Female,37283.054600767966,Books,No,19771.968960373488
54,Female,69567.03639182638,Electronics,Yes,36148.327486546565
29,Female,72016.08739185227,Electronics,No,36596.53655320902
20,Female,32161.988250291848,Electronics,No,16732.773738265572
18,Female,24907.97016885345,Electronics,Yes,12843.035080446709
50,Male,82460.92688547519,Books,Yes,42352.98248177137
57,Male,56784.03390154561,Electronics,No,29498.236234807442
27,Male,24653.103640438065,Books,No,12968.891321909234
60,Male,99589.30537358137,Clothing,No,51012.093951075374
61,Female,24622.444879709332,Books,No,13564.970823787098
46,Male,75602.81830868425,Books,Yes,38852.41147132057
30,Female,98694.31402107309,Electronics,No,49995.242874028634
29,Male,39134.40833727405,Clothing,No,20054.389319092516
48,Male,31379.94949497569,Clothing,No,16776.10530382879
63,Male,29710.79515379431,Clothing,Yes,16070.807517898924
19,Female,44262.011805407645,Clothing,Yes,22647.657631143615
52,Male,28083.664880851735,Books,No,15229.132094959168
40,Female,75372.90733553056,Clothing,Yes,38533.90427913006
34,Female,24983.343850405014,Books,Yes,13374.907209611685
43,Male,60753.77025198318,Books,Yes,31355.06349677772
25,Male,99735.74830823814,Books,No,50348.28801210459
46,Male,85117.62156048151,Clothing,No,43668.95368046736
43,Female,69217.55505848088,Electronics,Yes,35469.610347066504
27,Male,44500.28966292893,Electronics,No,22832.47478847411
43,Female,69911.66690333108,Clothing,No,35860.201971303606
51,Female,62163.31711293213,Electronics,Yes,32277.18092656789
58,Male,54086.670711229715,Electronics,Yes,28414.87868535297
24,Male,30456.830139215956,Books,No,15863.69422529825
21,Female,90928.33721923734,Books,Yes,45991.5434415761
62,Female,55982.7719057058,Clothing,No,29268.359042406544
28,Female,35569.800945661205,Clothing,No,18227.30204866784
46,Male,49420.74807018317,Electronics,Yes,25598.959449646063
53,Female,53130.38020231416,Books,No,27866.855650086225
42,Male,86203.03164534994,Clothing,No,43807.90862392472
38,Female,78689.15044491217,Clothing,Yes,40111.126158131876
53,Female,81544.39149130718,Clothing,Yes,42031.6563738586
27,Male,20882.50115429178,Clothing,Yes,11072.221907065627
54,Female,53292.31985438092,Clothing,No,27883.96443429103
26,Male,58507.53213082589,Clothing,Yes,29898.048900540016
41,Male,21535.382145844535,Electronics,Yes,11834.649326658357
52,Female,40785.056699602734,Books,Yes,21547.071078457855
52,Male,80823.1858497708,Books,Yes,41587.93769780055
53,Male,30968.776458319924,Clothing,No,16521.963575954127
35,Female,62824.81051620733,Books,No,32236.038555661482
56,Male,37216.149761379,Books,Yes,19758.462270890577
49,Male,20969.66197151146,Books,No,11469.520398957658
41,Male,39296.11660796332,Clothing,Yes,20627.53065544637
40,Female,98069.90039280431,Clothing,Yes,50010.11253400809
49,Male,84122.96895063916,Books,No,43260.328690894195
54,Female,96766.13154568267,Books,No,49690.39209138996
29,Female,59028.323514109,Clothing,Yes,30270.893273190377
30,Male,28778.89589420028,Electronics,Yes,14917.403386076468
40,Male,63836.75911789544,Books,No,32951.14765724269
42,Male,56350.18676479687,Electronics,Yes,29206.89014946507
52,Female,87548.56661916927,Books,No,44802.69730057601
58,Male,27846.606462739568,Electronics,Yes,15256.194146926062
47,Male,59059.290961742256,Electronics,Yes,30465.918906774856
34,Male,32003.89317551874,Electronics,No,16823.809599770342
37,Male,45974.0741512048,Clothing,No,23645.41007149499
42,Male,78988.56619102397,Electronics,No,40333.46125463332
39,Female,58081.45034950132,Electronics,No,29986.718087670713
30,Female,50071.06281166155,Electronics,No,25837.820080130063
36,Male,51558.10228560283,Books,No,26581.594828744794
53,Male,56755.741472478934,Electronics,No,29489.25387257067
29,Male,82801.32350696455,Books,Yes,41839.175123980574
58,Male,91366.77511521876,Electronics,Yes,46922.48544764424
36,Female,96426.77492031426,Electronics,Yes,49101.73596783958
29,Male,82952.27090042361,Clothing,No,42074.45893961824
26,Female,45232.55165984102,Books,No,23199.018035811067
24,Female,75050.77648692337,Electronics,No,38081.82649666989
45,Male,55008.24992443135,Books,Yes,28441.95434043353
31,Female,40373.649763684094,Books,No,20879.41262083803
48,Female,87269.7263540738,Clothing,No,44632.593718821656
36,Female,23074.107916986,Clothing,Yes,12486.382913856194
64,Female,92140.95937083388,Clothing,No,47194.83780057856
33,Male,56918.19716997873,Clothing,Yes,29134.51432639226
22,Male,70976.11814466244,Clothing,Yes,35911.0334499795
52,Female,72748.31377646262,Clothing,No,37501.06794823475
29,Male,91609.41925652292,Clothing,No,46442.42410684977
42,Male,70933.5745733766,Clothing,No,36519.00659684324
38,Male,69114.68678080494,Electronics,Yes,35612.45759523225
53,Male,25332.163244855197,Books,Yes,13718.77327687055
40,Male,61472.64175561633,Clothing,Yes,31606.370884311527
33,Female,32013.520065363333,Clothing,No,16751.390474374104
56,Male,78994.70149771884,Books,No,40587.56937402568
62,Male,60977.75366501396,Electronics,No,31871.71503611074
59,Male,74418.22233666826,Books,No,38415.16043145763
56,Male,23333.832048190743,Books,Yes,12750.152539035274
31,Female,26783.361283664257,Clothing,Yes,14068.723811405474
48,Female,77305.87104501459,Books,Yes,39598.16806523323
22,Female,25766.746879893868,Books,Yes,13512.03812288886
52,Female,25700.53822122069,Clothing,No,14145.425036121711
40,Male,20968.678018790997,Clothing,No,11358.820946784952
46,Female,96520.1118639584,Clothing,No,49256.18360878453
60,Male,79000.66875672055,Clothing,Yes,40785.5778550477
28,Male,48260.11268016513,Books,Yes,24878.2797429764
35,Male,43722.84650301242,Books,No,22727.49315186593
64,Male,47976.25837966797,Electronics,No,25336.56383297916
29,Male,81972.28249449455,Electronics,Yes,41691.40023998518
26,Female,72909.64888563316,Books,No,37105.08908353429
27,Female,34815.64542939744,Electronics,Yes,17949.053969043645
61,Female,33928.74682672675,Books,Yes,18390.63423710542
34,Female,27871.651977071786,Electronics,Yes,14904.309177658615
55,Male,72824.21757610705,Clothing,No,37678.611998537475
24,Female,81149.81297773888,Electronics,No,41025.347097707985
63,Male,41203.71426600032,Clothing,Yes,21734.857087458273
30,Female,21675.596882473026,Clothing,No,11573.670308588305
57,Male,26573.733398114186,Clothing,Yes,14420.847754160885
59,Male,97428.80278760244,Clothing,Yes,49993.11472921352
26,Female,43635.58219819362,Electronics,Yes,22606.305971097565
44,Male,81537.85182705069,Books,Yes,41653.230395885505
19,Male,69973.0855083411,Clothing,No,35378.78728852965
22,Female,50555.17117223167,Electronics,Yes,25860.257883374667
46,Male,36454.98097564441,Clothing,Yes,19087.73952382398
54,Female,29710.913452752517,Electronics,No,15954.671106775671
55,Female,69201.03744310932,Electronics,Yes,35818.00447192979
36,Female,81970.70245102304,Electronics,Yes,41790.305738629744
25,Male,71512.34028329045,Books,No,36367.01091702515
62,Male,62424.170659932664,Electronics,No,32808.683291410256
18,Male,23356.0978745309,Electronics,No,12127.962771207263
39,Female,97479.1022075507,Books,Yes,49520.379909171555
34,Male,83897.13533236596,Books,No,42820.39170165874
24,Female,43425.76293607718,Electronics,No,22128.99962050657
42,Female,98397.62634870806,Books,Yes,49984.92235725112
62,Male,68150.52717090577,Clothing,Yes,35325.753241588114
21,Female,66593.81265657971,Clothing,Yes,33773.6176562379
53,Male,79845.85435436257,Books,Yes,40991.01990352957
23,Male,84941.583047211,Books,Yes,42997.640291163196
48,Male,72518.28858652021,Electronics,No,37326.61848353474
36,Male,30247.659709296,Books,No,16000.725808175514
61,Male,47061.400479559874,Electronics,No,24839.819067164317
56,Female,94246.69122608397,Clothing,Yes,48272.15098827248
44,Female,37969.24894750815,Books,Yes,20051.089012398017
27,Female,49773.36190700106,Electronics,Yes,25459.909405927516
43,Male,54566.150635535676,Electronics,No,28059.815043199105
36,Male,55152.39917555617,Clothing,No,28466.79518956854
56,Male,69035.16659956204,Books,Yes,35821.76862426212
20,Female,95446.06701957661,Clothing,No,48108.8036705679
62,Male,39255.416946600395,Electronics,Yes,20927.798587918103
30,Female,29720.110104073443,Electronics,No,15463.362297503729
45,Female,35797.63918879499,Books,No,18896.48201615401
37,Male,90953.99201674155,Electronics,No,46470.20093750759
45,Male,71664.86501241647,Books,Yes,36872.72068606775
25,Female,42872.54313913281,Clothing,No,22104.84403382471
58,Male,85275.75511748937,Books,No,43929.85039191379
56,Female,88909.59970907489,Books,Yes,45659.78793968153
18,Male,87721.14709522224,Electronics,No,44408.907591402254
20,Male,93514.12269116436,Electronics,Yes,47331.56440187346
30,Female,40179.28161386892,Books,Yes,20918.585378449774
45,Male,80403.35429970226,Electronics,Yes,41155.72225573495
42,Female,56843.1597819312,Electronics,Yes,29202.768727011062
50,Male,87359.88423120492,Electronics,Yes,44884.46721708977
55,Female,78279.25417292905,Books,No,40339.60403852513
23,Female,82115.79571997796,Electronics,Yes,41603.293249956856
61,Male,72492.94701448572,Books,Yes,37512.45822601211
62,Female,34194.301557576546,Electronics,Yes,18707.619411378484
49,Male,63602.15351175507,Clothing,Yes,32786.85729062411
62,Male,98773.57916196066,Electronics,No,50621.459250297696
64,Male,94991.04531976952,Electronics,Yes,48884.051083234095
38,Female,23453.898863760933,Books,No,12669.998519677762
33,Female,33185.18525835497,Books,Yes,17565.43282783041
38,Male,30538.301876364952,Electronics,No,16174.887434521434
28,Male,78078.39279882364,Clothing,Yes,39542.15552501388
54,Female,85422.82638855561,Electronics,Yes,44103.49962134958
53,Male,37080.909304853754,Electronics,No,19678.507782519166
52,Male,60468.21543614632,Clothing,Yes,31260.33677488366
36,Female,87256.242240896,Books,No,44305.18187473806
37,Male,78624.12358130005,Electronics,Yes,40235.69466258357
35,Female,63378.97643934786,Books,No,32478.37115829257
64,Male,67227.81523670183,Books,Yes,34998.4151560455
58,Female,60668.8437533024,Clothing,Yes,31708.07218855839
31,Male,43803.876105505646,Clothing,No,22491.72259360186
32,Male,65201.759428721285,Books,Yes,33447.49517718801
48,Female,75110.82416400725,Electronics,Yes,38578.49634972426
18,Male,89865.83326886462,Books,Yes,45579.31737182355
20,Female,70903.30831833984,Electronics,Yes,36026.52806076923
33,Male,80889.72296345263,Electronics,Yes,41112.837628748675
40,Female,32805.73079636584,Clothing,Yes,17085.323589850872
28,Female,56924.597953583194,Electronics,No,29198.191449019498
29,Female,20746.529586167464,Electronics,No,11010.846765484714
27,Female,39734.30916172984,Books,No,20456.598011412738
49,Male,78116.93720904039,Clothing,Yes,40185.088205437605
33,Male,99344.79610794908,Electronics,No,50513.439436599605
25,Female,27934.247966977273,Electronics,Yes,14704.495017555566
55,Female,52119.545268903064,Clothing,Yes,27127.28850361324
29,Female,84005.67749593276,Books,Yes,42810.42822292884
41,Male,36322.85077031191,Clothing,Yes,18993.52085153914
45,Male,64406.7959441829,Clothing,No,32927.77297861663
25,Male,78645.70368237398,Electronics,Yes,39805.00780650098
45,Male,69278.83602081431,Electronics,No,35641.220519620416
53,Female,35041.97876923329,Books,Yes,18568.107960008532
43,Female,48430.76549485915,Electronics,No,25161.57830051197
25,Female,82703.34275883177,Electronics,No,41980.4966281688
45,Male,64338.12113056133,Clothing,No,33100.92202496974
45,Male,20418.36908343302,Electronics,No,11139.749107930838
54,Male,80879.2608022475,Books,No,41444.56079482493
58,Female,22824.908395219125,Clothing,No,12639.648578431095
53,Female,79658.70261849857,Books,Yes,40767.855570490814
44,Male,36198.444813218994,Clothing,No,18960.622602437554
34,Female,96645.87840955042,Electronics,Yes,49025.16079386914
26,Male,49435.26010416676,Clothing,No,25263.692366932486
50,Male,46154.52930704632,Clothing,Yes,24125.931673592233
37,Female,31911.044026595577,Electronics,No,16886.517680741163
30,Male,44448.33723921719,Electronics,No,23062.516347333552
45,Female,90132.06094625604,Books,Yes,45939.25258910432
46,Male,99706.74701017978,Books,No,51022.65676761689
30,Female,49464.76244054787,Electronics,No,25349.451660321793
63,Female,55888.850476363405,Electronics,No,29316.67791647401
52,Female,77765.67505621896,Electronics,Yes,40088.92382702431
23,Male,90895.66243720596,Clothing,No,46202.28949386123
35,Male,67443.54673494273,Clothing,Yes,34437.5451336951
22,Female,51322.055854226346,Clothing,No,25986.354125815367
64,Female,53009.7472678899,Electronics,No,28028.911580964246
42,Male,75649.45171974454,Books,Yes,38651.388503992726
19,Male,20257.461088342294,Electronics,No,10552.571686113588
27,Male,69567.14699678725,Clothing,No,35261.79853300101
47,Female,48439.44083530859,Clothing,Yes,25208.850040349404
62,Male,83535.78650216674,Electronics,No,43003.85409746283
22,Male,27439.251185850575,Electronics,Yes,14327.269774574765
50,Female,67056.18135587123,Clothing,Yes,34621.169840907816
18,Male,58477.8311908899,Clothing,Yes,29600.810079383482
35,Male,71386.04207241819,Clothing,No,36542.60823387499
49,Male,25188.28755863747,Electronics,Yes,13699.643454386194
64,Female,66398.7029942505,Clothing,Yes,34379.746672080844
28,Female,64918.7670367619,Clothing,No,33176.35384978938
38,Female,64852.80755329367,Books,Yes,33289.8905650321
43,Female,68279.01332771638,Electronics,No,35233.579912617344
42,Female,74117.43497810897,Books,No,37976.10923168875
39,Female,84399.11997446159,Books,No,42965.38905217403
44,Female,41585.65761025715,Clothing,No,21717.39927179839
30,Male,86003.95281440497,Electronics,Yes,43782.36834029056
50,Male,59860.45458107629,Clothing,Yes,30923.153584568056
51,Female,26164.662330746494,Electronics,Yes,14173.30148666249
58,Male,24684.074339518338,Books,Yes,13549.868311759263
52,Male,46739.06549568486,Electronics,Yes,24394.595586820844
18,Female,82791.75816891741,Clothing,No,41745.24674199585
38,Male,76614.47477927327,Clothing,Yes,39154.49240881705
23,Male,83089.19717379252,Clothing,Yes,42194.84636166156
45,Male,61381.52451532875,Electronics,Yes,31722.476956135422
34,Male,55215.91983643924,Books,No,28333.37379228272
22,Male,31796.202136502718,Books,No,16304.973990856128
48,Female,46255.42028874492,Electronics,Yes,24312.226185544485
22,Female,54721.54929391002,Clothing,No,27909.125196949695
55,Female,27088.034374369377,Books,Yes,14658.344210832765
20,Male,37648.9562168969,Clothing,Yes,19384.34295431694
40,Female,67858.0235250991,Electronics,No,34879.9694687006
54,Male,78853.0491391352,Clothing,No,40475.17153463097
54,Male,99867.80091143597,Books,Yes,51073.762630091565
27,Male,94649.06650748462,Books,Yes,47885.25598091802
27,Male,71405.21596281533,Clothing,No,36555.961775410826
36,Female,53699.84426352576,Electronics,Yes,27738.096620075445
34,Female,70894.18917665862,Clothing,No,36210.77079381413
38,Male,82852.12944641855,Electronics,Yes,42333.331028816945
31,Female,29466.895273870985,Clothing,No,15556.363895755243
26,Male,52792.39117570306,Books,Yes,26977.857573407684
63,Female,87184.18285084938,Electronics,Yes,44908.100495638115
18,Female,50706.63615464352,Electronics,No,25892.746400131502
62,Male,65749.78169817492,Electronics,Yes,34197.39639248733
30,Female,67021.54886897586,Books,Yes,34088.78490157988
21,Male,34758.100250691146,Clothing,No,17722.581482169968
18,Female,48978.835332183065,Books,Yes,25087.347321175486
57,Male,46760.903099354575,Electronics,Yes,24633.616006369215
49,Male,22095.736682565184,Clothing,Yes,12038.911602883352
51,Female,21935.34111130842,Books,No,12029.237064550003
45,Female,86535.76349406187,Electronics,No,44343.62621883177
48,Male,41845.664797825,Electronics,No,21933.491847328292
25,Female,61446.30129910524,Books,Yes,31163.208676634877
56,Female,43898.04588710185,Books,Yes,23186.607028765717
43,Male,95254.33960922725,Books,Yes,48678.00458637098
51,Male,40743.740709261896,Electronics,Yes,21606.016786428172
20,Female,54372.545019114805,Books,No,27595.33951574368
29,Male,89818.42003876815,Electronics,Yes,45716.127285029914
18,Male,87354.6853433447,Books,Yes,44128.63766903951
61,Male,34888.113427702185,Electronics,Yes,18888.171448238965
22,Female,84211.46478365683,Electronics,No,42698.10109482867
47,Female,56654.95093903141,Clothing,Yes,29200.31578525244
47,Male,58637.509766828414,Books,Yes,30503.42877716504
34,Female,30678.3977932755,Books,Yes,16109.377281757646
64,Male,26448.121100569973,Electronics,Yes,14661.739932676368
40,Female,78235.14455790122,Electronics,Yes,39898.16781610343
32,Male,59716.89218842398,Electronics,No,30628.9787442198
54,Male,54948.05620921437,Clothing,Yes,28734.320877881448
38,Female,78360.65829219174,Clothing,Yes,40218.86117975571
31,Male,81241.03191928877,Electronics,Yes,41480.555939123915
19,Female,32712.653413548287,Books,Yes,16876.74917716875
28,Female,68818.01195821131,Books,Yes,34899.56824377082
56,Male,30828.326582214842,Clothing,Yes,16617.39057015716
55,Male,80110.00688232365,Clothing,Yes,41165.752484640536
51,Female,72556.41250137116,Electronics,Yes,37436.704038167205
55,Male,96529.16968667664,Books,Yes,49312.95226005881
51,Male,25516.641308513696,Electronics,Yes,13857.303963477658
35,Male,24564.377692100345,Clothing,No,12980.470537669566
47,Male,42574.96597545601,Books,No,22222.66635213108
32,Male,40936.454698872476,Books,No,21104.403730837123
44,Female,39758.30392575999,Clothing,No,20810.56649124117
51,Female,92500.36644168294,Electronics,Yes,47413.80269674627
55,Male,39963.695987960484,Electronics,No,20911.998635193097
50,Male,41755.978090290475,Books,No,21690.345759511452
41,Male,80751.86099343709,Clothing,Yes,41232.06136272636
32,Female,55979.1873960432,Books,No,28674.81679355104
47,Male,82136.8445564145,Clothing,No,42077.33339986764
59,Female,25229.29260515082,Electronics,Yes,13836.879067089787
34,Female,59005.69549387074,Clothing,Yes,30268.794266337638
22,Female,22689.08801466261,Electronics,Yes,11912.196327833111
46,Male,25012.25627642836,Clothing,No,13402.672328527633
21,Female,92514.99626755288,Books,No,46843.84371595055
27,Male,31139.629689407615,Electronics,Yes,16227.513475849313
34,Female,62593.65458201737,Books,Yes,32116.523400555016
27,Male,52887.648208056526,Books,No,27040.708677156646
34,Female,47787.46610070742,Electronics,Yes,24899.100360659882
37,Male,91986.6676549818,Electronics,No,46872.97353440266
41,Female,21745.87174203916,Books,Yes,11729.136539398856
22,Male,73103.17489404713,Books,Yes,37143.684135460404
51,Male,97071.55473708404,Books,No,49442.01687679635
23,Male,64813.45467694735,Books,Yes,32948.687364740385
19,Male,94945.79696264735,Electronics,Yes,47984.81451033287
30,Female,24180.6303428819,Electronics,Yes,12818.41724764882
60,Female,53503.46552593291,Books,No,27983.354875882564
60,Male,40812.62327696409,Clothing,Yes,21575.084302798343
28,Female,78465.67719845838,Clothing,Yes,39798.903898024095
64,Male,98503.76723977973,Electronics,Yes,50642.0911115146
40,Male,40522.40499553982,Books,Yes,21019.85057452711
33,Female,72333.96811792595,Books,Yes,37089.000820527704
48,Male,35847.81062077921,Electronics,Yes,18719.815542455235
28,Male,65226.420365728794,Clothing,No,33190.86639610993
33,Female,57114.5989350669,Clothing,No,29293.33843144422
25,Male,97760.42637052297,Clothing,Yes,49500.955278044814
21,Male,68682.18181571733,Electronics,No,34749.49843513242
57,Male,47960.5097669455,Clothing,No,25283.68436286157
21,Male,29127.662791034672,Electronics,Yes,14944.448291136045
42,Female,32099.746298794766,Electronics,No,16928.260290536626
20,Female,38025.3543960988,Books,No,19539.751953577343
49,Female,40077.33290722384,Clothing,No,21187.685310091198
20,Male,88049.28462729102,Electronics,No,44364.2421840074
44,Male,64897.823062601994,Clothing,No,33643.415210342515
46,Female,61871.272909949315,Clothing,No,31830.887298657937
49,Male,29181.5097495374,Books,No,15489.536627015921
36,Male,88811.1754679548,Clothing,No,45225.85922315473
38,Male,77825.1442566787,Books,Yes,39707.74278298121
22,Male,25413.468952000127,Electronics,Yes,13197.12924474609
35,Female,76626.8077783815,Clothing,No,39137.96829494772
45,Female,63483.05738741169,Electronics,No,32583.799124663063
59,Female,26538.02765974226,Clothing,Yes,14363.80038987366
39,Male,56664.051322292515,Electronics,No,29132.283324631935
38,Female,58775.702970403756,Clothing,No,30320.64165914721
23,Female,33261.96321306206,Clothing,Yes,17120.57607718975
18,Male,95655.85176002259,Clothing,Yes,48417.84154846416
22,Male,87998.02971845295,Clothing,Yes,44629.116335343664
58,Female,73521.78698632866,Clothing,No,38014.188111615076
29,Female,56983.644880048574,Clothing,No,29170.794825961762
43,Female,52941.24332676068,Clothing,Yes,27443.821925882028
63,Female,72077.87737207633,Clothing,Yes,37399.91045890637
51,Male,63634.54955255244,Clothing,No,32850.6506065284
31,Female,24981.84847055085,Electronics,Yes,13200.905451954708
43,Female,61000.211901626535,Books,No,31318.10993515401
62,Male,84512.28937862716,Clothing,No,43325.14041038456
44,Female,56739.19020775664,Books,Yes,29445.002164806527
26,Male,24156.526204341473,Clothing,Yes,12683.988945849267
43,Male,82902.25595072264,Clothing,No,42361.7491109235
64,Male,36109.10257087795,Electronics,Yes,19474.396197724764
39,Female,40689.6667910431,Electronics,Yes,21156.993650042183
64,Female,33176.50827458367,Books,Yes,17853.147915953392
47,Male,46417.2051897198,Electronics,Yes,24220.234125492087
60,Female,80540.1204550908,Electronics,No,41701.87007572178
34,Female,61550.86876031499,Books,No,31403.56027730818
43,Male,36390.501932057,Electronics,No,18872.544430347683
53,Male,90226.40625216327,Clothing,No,46171.06301689976
18,Female,90366.54839612234,Books,Yes,45742.54418968469
25,Male,89646.27400368055,Books,Yes,45219.88259940484
52,Female,39103.69691052314,Clothing,No,20538.820094879284
32,Female,56099.147534479045,Electronics,No,28810.92844129734
64,Female,98799.17249127,Books,Yes,51021.576949182534
39,Female,81760.99810479922,Books,No,41589.67788554699
31,Male,22173.393698044787,Clothing,No,11617.003439875598
43,Male,25216.367300839363,Clothing,Yes,13572.0534873036
45,Male,57114.51014498662,Electronics,No,29657.72251649268
40,Male,92737.61646892481,Books,Yes,47176.39836322983
31,Female,63096.14383621714,Electronics,Yes,32120.932502496355
41,Female,59825.000642743216,Electronics,No,30870.875243460243
19,Male,28437.895996530446,Clothing,Yes,14730.43213799552
62,Female,72542.40837794353,Books,No,37754.06970162559
43,Female,85768.25284801803,Books,Yes,43894.821135241444
31,Female,50433.60060060499,Books,No,25984.60690793973
24,Male,82048.94807402621,Clothing,No,41528.259522626315
20,Male,97158.13231206493,Clothing,No,49273.216590249416
64,Male,36301.31673021513,Clothing,Yes,19460.844164048718
40,Female,61866.37049557931,Clothing,Yes,31756.993035648477
63,Male,42971.03664676604,Clothing,No,22976.469815234883
60,Male,83428.35352270716,Books,Yes,42836.75303346404
64,Male,66207.4692704926,Electronics,No,34278.99379679351
62,Male,70766.5934040243,Books,No,36685.252394472
35,Male,83833.13276927153,Electronics,Yes,42716.392732308195
55,Male,51677.63781299639,Clothing,No,26966.03010834313
52,Female,93207.20547256345,Electronics,Yes,47857.99571199389
32,Female,62642.3093796912,Books,No,31935.334071616744
42,Male,32636.38582682784,Books,Yes,17234.609625976387
54,Male,75671.9294535042,Electronics,No,38959.95413148828
45,Female,83460.90803506036,Clothing,No,42606.332167519504
27,Female,45340.934165402134,Clothing,Yes,23289.283074305
56,Male,88574.34055990024,Books,No,45542.42986027963
34,Male,92491.4603812613,Electronics,No,47217.7870026737
56,Male,42152.35899022472,Clothing,Yes,22324.121393402256
39,Male,98681.71781721777,Clothing,No,49919.77540846874
43,Female,31256.922243900673,Books,Yes,16569.64711340617
61,Male,36161.2534721992,Clothing,No,19355.607015189882
42,Male,34737.98713904209,Electronics,Yes,18402.61447047904
34,Male,91519.17680062963,Books,No,46508.06943056379
30,Male,72343.40418599694,Books,No,36947.01098472868
37,Female,32168.34265778183,Electronics,No,16958.33839045244
42,Female,55225.873469467915,Books,Yes,28693.816541683747
21,Female,69223.84200558416,Clothing,Yes,35073.04641078725
27,Male,26677.12679915066,Clothing,Yes,13962.997746305
20,Male,90593.3094725871,Electronics,Yes,45879.31888983254
58,Female,84288.28283532281,Clothing,No,43311.922010632064
62,Male,60416.54188613106,Electronics,No,31449.269662857423
35,Male,97370.12922073364,Electronics,Yes,49422.12940039815
64,Female,53420.87834200798,Clothing,Yes,28000.517609295097
53,Female,98728.82552291983,Electronics,Yes,50591.66895354744
64,Female,73433.59990429017,Clothing,No,37878.319149181625
39,Female,70773.70186031531,Books,Yes,36096.25392752587
51,Male,33276.3916236628,Books,Yes,17914.470461067125
64,Male,90554.22066437152,Electronics,No,46564.60066008834
25,Female,54199.17503364921,Clothing,No,27684.589001941782
57,Male,32978.67246259835,Clothing,Yes,17550.42158950926
61,Female,21008.601598060723,Books,No,11798.71322580929
36,Female,64780.454691070605,Books,Yes,33123.32667876716
59,Male,62191.9697698141,Clothing,No,32169.67593509101
58,Female,77548.28978953269,Electronics,Yes,40182.836938522814
54,Male,91220.64424142418,Books,Yes,46878.578693418174
23,Male,26352.52677144236,Electronics,Yes,13725.527906649779
43,Male,78519.71922722898,Electronics,Yes,40319.80151688228
51,Male,34992.95552780658,Books,No,18756.807032676006
62,Female,88654.16425257311,Electronics,No,45737.48971960237
23,Male,85525.08110893249,Electronics,No,43350.50852841724
54,Female,63263.50039884355,Clothing,No,32796.64516907011
50,Female,76819.42388986492,Electronics,Yes,39589.66168141839
39,Female,45148.00905469987,Clothing,Yes,23402.61258800097
38,Female,57693.43191462517,Books,No,29644.052370396443
23,Male,85730.95181683774,Books,No,43420.56504594012
23,Male,56741.21577385711,Clothing,No,28833.221399912603
21,Female,48623.86122603534,Books,No,24760.35064573832
47,Female,59536.99578002399,Electronics,No,30803.516556475493
28,Male,86259.94019497746,Electronics,Yes,43905.030852548036
47,Female,46816.64378966982,Electronics,Yes,24350.055519478945
48,Male,33900.927450859504,Books,Yes,18056.381575700278
41,Female,76961.12162646247,Electronics,No,39474.74045451158
26,Male,86078.25701664654,Books,No,43687.70970925295
20,Female,28050.99828188267,Electronics,No,14439.824502920384
48,Female,39189.92902047558,Clothing,No,20450.6963486867
57,Male,31357.75918087951,Books,Yes,16944.849637680898
54,Female,47835.31292657333,Books,Yes,25101.41034172806
53,Female,56028.07831243301,Electronics,No,29269.47681969282
41,Male,79906.10695706452,Books,Yes,40772.9997957313
48,Female,72091.80679053393,Books,Yes,37166.9152328926
23,Male,69674.28539827449,Clothing,No,35452.583910359186
19,Male,48189.99572877235,Clothing,No,24515.46689228124
37,Female,87315.8042467808,Electronics,No,44534.59507371688
45,Female,57702.973391853164,Clothing,No,29854.683341678992
28,Female,98328.39504121237,Electronics,No,49737.05056770322
21,Female,70731.37106365894,Electronics,No,35933.79519205793
32,Female,30101.17932516022,Electronics,Yes,15967.839496670213
23,Female,74094.20496603471,Books,Yes,37594.32287647162
47,Female,46008.32123453592,Clothing,No,23863.068123402794
55,Male,74906.1757348878,Electronics,Yes,38584.3652143525
19,Female,25571.291852992457,Clothing,No,13052.702981611066
32,Male,33990.51497407675,Electronics,No,17844.28359994298
28,Female,88458.9807124629,Clothing,No,44930.90088586426
25,Female,38174.364561881186,Clothing,No,19602.04535377381
43,Male,86963.29001943521,Electronics,Yes,44299.83901752071
62,Female,42342.08707635284,Books,No,22392.71404235217
61,Female,71430.5528046966,Clothing,Yes,36956.44870577859
22,Male,75532.04588078648,Books,No,38266.963700295244
23,Female,61012.380251604234,Books,No,31038.766060121954
43,Female,44424.854135738504,Electronics,No,23301.570265406623
21,Female,37011.55010968769,Electronics,Yes,18971.49956907404
36,Male,22655.148364994096,Electronics,No,11976.755397061655
37,Female,44315.7120992579,Clothing,No,22847.158202114722
50,Female,72253.02324250265,Electronics,No,37219.209135806675
37,Female,95064.38547587862,Electronics,Yes,48314.32493124473
29,Female,89696.35858104416,Clothing,Yes,45483.97843597078
64,Male,81285.1821228242,Clothing,Yes,41947.18770338016
18,Male,83075.78746026389,Electronics,No,42076.91757550246
43,Female,73198.79227807962,Electronics,Yes,37515.69957033058
